	dinput	filter	forwd	length	nonchim	chim_perc	retained_perc
SRR21968794_1.fastq	41939	33316	31976	31976	31527	1.4	75.2
SRR21968795_1.fastq	36083	29311	28121	28121	27733	1.4	76.9
SRR21968796_1.fastq	33637	26709	25796	25796	25152	2.5	74.8
SRR21968797_1.fastq	28202	22919	21907	21907	21250	3	75.3
SRR21968798_1.fastq	30778	25536	24520	24520	24331	0.8	79.1
SRR21968799_1.fastq	39967	32664	31193	31193	30645	1.8	76.7
SRR21968800_1.fastq	30022	24837	23186	23186	22690	2.1	75.6
SRR21968801_1.fastq	30585	25062	23958	23958	23695	1.1	77.5
SRR21968802_1.fastq	43125	35590	34204	34204	33626	1.7	78
SRR21968803_1.fastq	35145	27663	26464	26464	26016	1.7	74
SRR21968804_1.fastq	232303	231555	199989	199989	159740	20.1	68.8
SRR21968805_1.fastq	209023	208314	179825	179825	150348	16.4	71.9
SRR21968806_1.fastq	32413	27523	26493	26493	25930	2.1	80
SRR21968807_1.fastq	222308	221513	191366	191366	153515	19.8	69.1
SRR21968808_1.fastq	224043	223313	195183	195183	156545	19.8	69.9
SRR21968809_1.fastq	259513	258646	231279	231279	186605	19.3	71.9
SRR21968810_1.fastq	257206	256313	225734	225734	185221	17.9	72
SRR21968811_1.fastq	243584	242729	210037	210037	163007	22.4	66.9
SRR21968812_1.fastq	270460	269543	236658	236658	186775	21.1	69.1
SRR21968813_1.fastq	246963	246133	213810	213810	177623	16.9	71.9
SRR21968814_1.fastq	264516	263644	227827	227827	186586	18.1	70.5
SRR21968815_1.fastq	211775	211050	184913	184913	169155	8.5	79.9
SRR21968816_1.fastq	175768	175204	151216	151216	130829	13.5	74.4
SRR21968817_1.fastq	30861	24782	23692	23692	23555	0.6	76.3
SRR21968818_1.fastq	235774	235061	204985	204985	168311	17.9	71.4
SRR21968819_1.fastq	252431	251554	214023	214023	180437	15.7	71.5
SRR21968820_1.fastq	263595	262770	228361	228361	182973	19.9	69.4
SRR21968821_1.fastq	223699	222964	193591	193591	151237	21.9	67.6
SRR21968822_1.fastq	352	347	27	27	27	0	7.7
SRR21968823_1.fastq	208375	207670	176764	176764	149245	15.6	71.6
SRR21968824_1.fastq	294207	293178	257685	257685	205620	20.2	69.9
SRR21968825_1.fastq	257827	256964	215156	215156	184169	14.4	71.4
SRR21968826_1.fastq	261895	261143	219267	219267	161989	26.1	61.9
SRR21968827_1.fastq	288349	287462	252655	252655	190274	24.7	66
SRR21968828_1.fastq	272186	271296	233293	233293	178897	23.3	65.7
SRR21968829_1.fastq	261113	260253	222754	222754	178251	20	68.3
SRR21968830_1.fastq	278244	277359	238150	238150	179093	24.8	64.4
SRR21968831_1.fastq	27876	23102	21813	21813	21732	0.4	78
SRR21968842_1.fastq	30409	23844	22279	22279	21868	1.8	71.9
SRR21968853_1.fastq	33888	28546	27590	27590	26845	2.7	79.2
SRR21968861_1.fastq	43295	32410	31061	31061	30609	1.5	70.7
SRR21968862_1.fastq	29219	24373	23228	23228	23163	0.3	79.3
SRR21968863_1.fastq	45301	36221	34807	34807	34522	0.8	76.2
SRR21968864_1.fastq	41623	32259	30791	30791	30194	1.9	72.5
SRR21968865_1.fastq	23069	19577	18814	18814	18112	3.7	78.5
SRR21968866_1.fastq	31325	26487	25231	25231	24186	4.1	77.2
SRR21968867_1.fastq	31782	25697	24402	24402	24117	1.2	75.9
SRR21968868_1.fastq	43300	31474	29768	29768	29348	1.4	67.8
SRR21968869_1.fastq	42005	33466	31580	31580	30665	2.9	73
SRR21968870_1.fastq	37882	31557	30129	30129	29147	3.3	76.9
SRR21968871_1.fastq	28919	23225	22588	22588	21743	3.7	75.2
SRR21968872_1.fastq	43479	35237	33490	33490	32261	3.7	74.2
SRR21968873_1.fastq	33118	27447	26135	26135	24727	5.4	74.7
SRR21968874_1.fastq	48145	39970	38863	38863	37244	4.2	77.4
SRR21968875_1.fastq	47878	39751	38317	38317	36521	4.7	76.3
SRR21968876_1.fastq	38299	29736	28493	28493	27571	3.2	72
SRR21968877_1.fastq	31141	24466	23343	23343	22561	3.4	72.4
SRR21968878_1.fastq	30581	24380	23117	23117	22918	0.9	74.9
SRR21968879_1.fastq	38455	31634	30085	30085	29870	0.7	77.7
SRR21968881_1.fastq	56041	43510	41540	41540	40828	1.7	72.9
SRR21968882_1.fastq	32468	26402	25523	25523	24313	4.7	74.9
SRR21968883_1.fastq	40965	32607	31427	31427	29722	5.4	72.6
SRR21968884_1.fastq	44773	34374	32661	32661	31987	2.1	71.4
SRR21968885_1.fastq	38211	29811	28250	28250	27824	1.5	72.8
SRR21968886_1.fastq	41258	33895	32400	32400	31762	2	77
SRR21968887_1.fastq	48841	39576	37743	37743	36469	3.4	74.7
SRR21968888_1.fastq	48221	37470	35352	35352	33902	4.1	70.3
SRR21968889_1.fastq	36882	28991	27634	27634	27041	2.1	73.3
SRR21968890_1.fastq	65397	53135	50930	50930	49321	3.2	75.4
SRR21968891_1.fastq	244210	243499	211453	211453	164411	22.2	67.3
SRR21968892_1.fastq	239458	238728	207840	207840	171288	17.6	71.5
SRR21968893_1.fastq	253294	252449	222494	222494	178838	19.6	70.6
SRR21968894_1.fastq	225087	224378	196101	196101	162807	17	72.3
SRR21968895_1.fastq	33746	26198	24859	24859	24344	2.1	72.1
SRR21968896_1.fastq	260798	259954	227446	227446	187455	17.6	71.9
SRR21968897_1.fastq	216826	216133	184272	184272	150392	18.4	69.4
SRR21968898_1.fastq	259501	258667	223951	223951	178778	20.2	68.9
SRR21968899_1.fastq	265327	264456	225323	225323	176354	21.7	66.5
SRR21968900_1.fastq	295166	294172	258806	258806	192319	25.7	65.2
SRR21968901_1.fastq	249917	249146	216332	216332	156923	27.5	62.8
SRR21968902_1.fastq	270278	269445	226801	226801	187573	17.3	69.4
SRR21968903_1.fastq	211283	210551	174030	174030	145219	16.6	68.7
SRR21968904_1.fastq	258881	258105	226197	226197	179357	20.7	69.3
SRR21968905_1.fastq	270499	269555	242731	242731	229226	5.6	84.7
SRR21968906_1.fastq	32313	26218	25042	25042	24420	2.5	75.6
SRR21968907_1.fastq	287905	287008	245842	245842	201739	17.9	70.1
SRR21968908_1.fastq	283287	282330	240984	240984	194490	19.3	68.7
SRR21968909_1.fastq	290837	289877	240438	240438	198697	17.4	68.3
SRR21968910_1.fastq	274821	273958	233556	233556	192332	17.7	70
SRR21968911_1.fastq	306515	305646	266011	266011	207499	22	67.7
SRR21968912_1.fastq	279511	278575	241122	241122	191721	20.5	68.6
SRR21968913_1.fastq	266752	265871	232740	232740	186218	20	69.8
SRR21968914_1.fastq	247182	246382	212287	212287	167561	21.1	67.8
SRR21968915_1.fastq	271792	270947	240473	240473	175487	27	64.6
SRR21968916_1.fastq	269726	268824	237711	237711	169059	28.9	62.7
SRR21968917_1.fastq	31480	26176	25112	25112	24659	1.8	78.3
SRR21968918_1.fastq	259397	258552	228540	228540	163360	28.5	63
SRR21968919_1.fastq	247643	246844	219661	219661	166328	24.3	67.2
SRR21968920_1.fastq	285865	284964	250134	250134	193848	22.5	67.8
SRR21968921_1.fastq	279881	278927	249753	249753	199907	20	71.4
SRR21968923_1.fastq	269159	268246	226746	226746	165042	27.2	61.3
SRR21968924_1.fastq	64824	49942	47939	47939	46206	3.6	71.3
SRR21968925_1.fastq	71172	53816	50931	50931	48441	4.9	68.1
SRR21968926_1.fastq	35053	28356	26631	26631	26054	2.2	74.3
SRR21968927_1.fastq	71606	55960	53885	53885	51746	4	72.3
SRR21968928_1.fastq	54326	41372	39494	39494	38557	2.4	71
SRR21968929_1.fastq	55244	43302	41330	41330	40209	2.7	72.8
SRR21968930_1.fastq	53020	41412	38973	38973	36540	6.2	68.9
SRR21968931_1.fastq	108897	80968	75882	75882	72117	5	66.2
SRR21968932_1.fastq	34882	27829	26377	26377	25823	2.1	74
SRR21968933_1.fastq	30155	23302	22133	22133	21495	2.9	71.3
SRR21968934_1.fastq	50784	38661	36645	36645	35110	4.2	69.1
SRR21968935_1.fastq	34263	27403	25891	25891	25078	3.1	73.2
SRR21968936_1.fastq	55638	44528	42300	42300	40657	3.9	73.1
SRR21968937_1.fastq	27440	22745	21574	21574	21052	2.4	76.7
SRR21968938_1.fastq	36662	29578	27774	27774	27545	0.8	75.1
SRR21968939_1.fastq	38778	30329	25405	25405	24337	4.2	62.8
SRR21968940_1.fastq	44266	32828	30656	30656	29893	2.5	67.5
SRR21968941_1.fastq	62325	49134	46239	46239	44542	3.7	71.5
SRR21968942_1.fastq	41965	33303	31653	31653	30394	4	72.4
SRR21968943_1.fastq	43338	34479	30795	30795	30149	2.1	69.6
SRR21968944_1.fastq	38332	30308	29010	29010	28159	2.9	73.5
SRR21968945_1.fastq	37248	29440	28313	28313	27702	2.2	74.4
SRR21968946_1.fastq	38596	30867	29611	29611	28219	4.7	73.1
SRR21968947_1.fastq	40057	30445	28826	28826	28611	0.7	71.4
SRR21968948_1.fastq	43287	33045	30500	30500	29554	3.1	68.3
SRR21968949_1.fastq	34253	27942	26762	26762	26213	2.1	76.5
SRR21968950_1.fastq	36233	27885	26076	26076	25297	3	69.8
SRR21968951_1.fastq	48685	38095	35931	35931	35000	2.6	71.9
SRR21968952_1.fastq	47079	36311	34257	34257	33748	1.5	71.7
SRR21968953_1.fastq	51439	39044	36464	36464	35583	2.4	69.2
SRR21968954_1.fastq	49632	38484	36347	36347	35426	2.5	71.4
SRR21968955_1.fastq	68762	52521	50146	50146	48058	4.2	69.9
SRR21968956_1.fastq	57199	45633	43913	43913	42818	2.5	74.9
SRR21968957_1.fastq	52752	42092	40295	40295	40133	0.4	76.1
SRR21968958_1.fastq	82603	64172	61368	61368	59272	3.4	71.8
SRR21968959_1.fastq	69524	52904	50130	50130	49078	2.1	70.6
SRR21968960_1.fastq	74377	56900	53863	53863	52664	2.2	70.8
SRR21968961_1.fastq	36754	28247	27078	27078	26881	0.7	73.1
SRR21968962_1.fastq	73239	56574	53563	53563	52712	1.6	72
SRR21968963_1.fastq	53953	43007	40909	40909	40549	0.9	75.2
SRR21968964_1.fastq	62033	47709	45374	45374	44459	2	71.7
SRR21968965_1.fastq	63788	49642	47109	47109	45810	2.8	71.8
SRR21968966_1.fastq	65619	51163	48646	48646	47148	3.1	71.9
SRR21968967_1.fastq	52219	40998	38914	38914	38015	2.3	72.8
SRR21968968_1.fastq	58285	46049	44062	44062	42485	3.6	72.9
SRR21968969_1.fastq	59992	47531	44463	44463	44109	0.8	73.5
SRR21968970_1.fastq	58825	46453	44273	44273	43552	1.6	74
SRR21968971_1.fastq	67530	54311	51180	51180	48888	4.5	72.4
SRR21968972_1.fastq	40364	32641	30712	30712	30488	0.7	75.5
SRR21968973_1.fastq	97741	74405	70241	70241	67118	4.4	68.7
SRR21968974_1.fastq	64304	51113	48963	48963	46636	4.8	72.5
SRR21968975_1.fastq	69524	53663	51032	51032	49426	3.1	71.1
SRR21968976_1.fastq	71522	55150	51667	51667	49953	3.3	69.8
SRR21968977_1.fastq	55345	43233	41164	41164	38714	6	70
SRR21968978_1.fastq	76727	59297	56687	56687	53930	4.9	70.3
SRR21968979_1.fastq	53489	40717	39019	39019	37265	4.5	69.7
SRR21968980_1.fastq	76737	58921	56341	56341	53358	5.3	69.5
SRR21968981_1.fastq	52142	40774	38614	38614	37220	3.6	71.4
SRR21968982_1.fastq	83367	65424	62667	62667	60502	3.5	72.6
SRR21968983_1.fastq	36037	29810	28687	28687	28244	1.5	78.4
SRR21968984_1.fastq	48731	37227	35983	35983	34830	3.2	71.5
SRR21968985_1.fastq	47072	37980	36501	36501	35296	3.3	75
SRR21968986_1.fastq	55574	43411	41677	41677	39976	4.1	71.9
SRR21968987_1.fastq	75617	59960	58326	58326	56219	3.6	74.3
SRR21968988_1.fastq	15951	13187	12408	12408	12052	2.9	75.6
SRR21968989_1.fastq	38909	31859	30805	30805	30104	2.3	77.4
SRR21968990_1.fastq	15921	13118	12411	12411	12129	2.3	76.2
SRR21968991_1.fastq	34786	28036	27020	27020	26051	3.6	74.9
SRR21968992_1.fastq	35969	29752	28797	28797	28015	2.7	77.9
SRR21968993_1.fastq	34723	27023	26174	26174	25402	2.9	73.2
SRR21968994_1.fastq	31453	25924	25094	25094	24472	2.5	77.8
SRR21968995_1.fastq	32116	27317	26443	26443	25418	3.9	79.1
SRR21968996_1.fastq	29945	25642	24787	24787	24128	2.7	80.6
SRR21968997_1.fastq	19554	15421	14595	14595	14083	3.5	72
SRR21968998_1.fastq	15668	12590	11877	11877	11573	2.6	73.9
SRR21968999_1.fastq	34226	27224	25418	25418	25345	0.3	74.1
SRR21969000_1.fastq	38000	28129	26892	26892	26735	0.6	70.4
SRR21969001_1.fastq	35168	28346	26483	26483	26168	1.2	74.4
SRR21969002_1.fastq	35784	29472	27325	27325	26908	1.5	75.2
SRR21969003_1.fastq	41950	32964	30969	30969	30736	0.8	73.3
SRR21969004_1.fastq	35762	28785	27000	27000	26503	1.8	74.1
SRR21969005_1.fastq	34584	29593	28263	28263	28256	0	81.7
SRR21969006_1.fastq	36735	28758	27513	27513	27097	1.5	73.8
SRR21969007_1.fastq	40187	30979	29459	29459	29253	0.7	72.8
SRR21969008_1.fastq	36801	29348	27952	27952	27512	1.6	74.8
SRR21969009_1.fastq	32439	26532	25164	25164	24581	2.3	75.8
SRR21969010_1.fastq	33872	28149	27116	27116	26487	2.3	78.2
SRR21969011_1.fastq	38202	29669	28637	28637	27491	4	72
SRR21969012_1.fastq	32906	26161	25132	25132	24683	1.8	75
SRR21969013_1.fastq	35077	29022	27688	27688	27444	0.9	78.2
SRR21969014_1.fastq	39351	32149	31090	31090	30344	2.4	77.1
SRR21969015_1.fastq	35425	28572	27553	27553	27086	1.7	76.5
SRR21969016_1.fastq	45343	35553	34296	34296	33608	2	74.1
SRR21969017_1.fastq	41634	32690	31707	31707	30746	3	73.8
SRR21969018_1.fastq	44479	34985	33520	33520	32665	2.6	73.4
SRR21969019_1.fastq	281393	280393	234316	234316	198198	15.4	70.4
SRR21969020_1.fastq	242748	241877	201385	201385	176152	12.5	72.6
SRR21969021_1.fastq	33568	26666	25364	25364	25262	0.4	75.3
SRR21969022_1.fastq	36077	28799	27148	27148	27014	0.5	74.9
SRR21969023_1.fastq	255214	254372	217016	217016	184394	15	72.3
SRR21969024_1.fastq	232739	231969	199276	199276	174308	12.5	74.9
SRR21969025_1.fastq	258161	257316	222874	222874	174516	21.7	67.6
SRR21969026_1.fastq	258884	257983	223745	223745	165134	26.2	63.8
SRR21969027_1.fastq	214094	213368	184144	184144	153739	16.5	71.8
SRR21969028_1.fastq	236712	235863	204284	204284	169230	17.2	71.5
SRR21969029_1.fastq	223968	223251	191712	191712	154788	19.3	69.1
SRR21969030_1.fastq	221947	221232	187801	187801	145594	22.5	65.6
SRR21969031_1.fastq	264865	263936	219847	219847	183118	16.7	69.1
SRR21969032_1.fastq	222850	222149	192197	192197	152854	20.5	68.6
SRR21969033_1.fastq	32601	26330	24923	24923	24717	0.8	75.8
SRR21969034_1.fastq	237289	236469	209351	209351	151719	27.5	63.9
SRR21969035_1.fastq	240487	239700	209772	209772	147749	29.6	61.4
SRR21969036_1.fastq	285088	284128	249444	249444	191774	23.1	67.3
SRR21969037_1.fastq	261475	260566	230079	230079	172903	24.9	66.1
SRR21969038_1.fastq	256342	255470	224759	224759	171550	23.7	66.9
SRR21969039_1.fastq	196367	195731	167024	167024	130952	21.6	66.7
SRR21969040_1.fastq	240728	239897	211971	211971	162034	23.6	67.3
SRR21969041_1.fastq	238067	237199	207001	207001	156719	24.3	65.8
SRR21969042_1.fastq	262770	261947	230579	230579	182570	20.8	69.5
SRR21969043_1.fastq	269756	268866	237415	237415	185767	21.8	68.9
SRR21969044_1.fastq	31218	25160	23680	23680	23576	0.4	75.5
SRR21969045_1.fastq	235893	235130	211903	211903	168595	20.4	71.5
SRR21969046_1.fastq	253534	252680	223769	223769	177266	20.8	69.9
SRR21969047_1.fastq	266526	265615	230299	230299	189062	17.9	70.9
SRR21969048_1.fastq	260235	259435	222563	222563	184463	17.1	70.9
SRR21969049_1.fastq	269110	268279	232151	232151	181502	21.8	67.4
SRR21969050_1.fastq	53951	41106	39034	39034	38236	2	70.9
SRR21969051_1.fastq	281516	280593	240514	240514	185584	22.8	65.9
SRR21969052_1.fastq	45838	35130	33270	33270	31945	4	69.7
SRR21969053_1.fastq	65279	50909	48465	48465	47336	2.3	72.5
SRR21969054_1.fastq	46798	36189	34416	34416	33591	2.4	71.8
SRR21969055_1.fastq	56111	42810	40748	40748	39082	4.1	69.7
SRR21969056_1.fastq	27898	23279	22301	22301	21893	1.8	78.5
SRR21969057_1.fastq	58733	45333	42845	42845	41236	3.8	70.2
SRR21969058_1.fastq	104550	82378	78672	78672	75960	3.4	72.7
SRR21969059_1.fastq	98643	76338	72843	72843	71174	2.3	72.2
SRR21969060_1.fastq	21077	16562	15590	15590	15460	0.8	73.4
SRR21969061_1.fastq	20482	16267	15429	15429	15310	0.8	74.7
SRR21969062_1.fastq	51539	40104	38428	38428	36804	4.2	71.4
SRR21969063_1.fastq	61401	48375	46630	46630	44550	4.5	72.6
SRR21969064_1.fastq	52473	39892	38131	38131	36663	3.8	69.9
SRR21969065_1.fastq	41546	32922	31557	31557	30623	3	73.7
SRR21969066_1.fastq	44379	35689	33877	33877	32983	2.6	74.3
SRR21969067_1.fastq	32534	25728	24731	24731	24350	1.5	74.8
SRR21969068_1.fastq	46962	37919	36334	36334	35221	3.1	75
SRR21969069_1.fastq	30873	23498	21785	21785	20888	4.1	67.7
SRR21969070_1.fastq	25043	19140	17722	17722	17347	2.1	69.3
SRR21969072_1.fastq	50589	38620	36547	36547	35503	2.9	70.2
SRR21969073_1.fastq	42763	33524	32050	32050	31025	3.2	72.6
SRR21969074_1.fastq	49312	37821	35802	35802	35149	1.8	71.3
SRR21969075_1.fastq	45138	35292	33452	33452	33084	1.1	73.3
SRR21969076_1.fastq	48652	39213	37442	37442	36635	2.2	75.3
SRR21969077_1.fastq	56395	42955	40249	40249	39601	1.6	70.2
SRR21969078_1.fastq	29385	23478	22478	22478	22077	1.8	75.1
SRR21969079_1.fastq	49517	37710	36181	36181	34619	4.3	69.9
SRR21969080_1.fastq	69070	53859	51974	51974	50425	3	73
SRR21969081_1.fastq	58372	45979	43811	43811	42842	2.2	73.4
SRR21969082_1.fastq	66445	52274	50293	50293	48597	3.4	73.1
SRR21969083_1.fastq	38189	29761	28596	28596	27535	3.7	72.1
SRR21969084_1.fastq	58658	46007	44262	44262	42711	3.5	72.8
SRR21969085_1.fastq	69404	54749	51791	51791	50580	2.3	72.9
SRR21969086_1.fastq	44950	34008	31688	31688	31344	1.1	69.7
SRR21969087_1.fastq	52404	40512	38354	38354	38183	0.4	72.9
SRR21969088_1.fastq	67951	51227	48673	48673	48217	0.9	71
SRR21969089_1.fastq	64259	50182	47427	47427	46276	2.4	72
SRR21969090_1.fastq	43859	34084	31481	31481	31206	0.9	71.2
SRR21969091_1.fastq	89773	71430	68176	68176	65527	3.9	73
SRR21969092_1.fastq	92797	69866	65183	65183	62115	4.7	66.9
SRR21969093_1.fastq	59001	45735	43033	43033	41864	2.7	71
SRR21969094_1.fastq	62657	48005	45196	45196	43844	3	70
SRR21969095_1.fastq	57597	45194	42725	42725	41823	2.1	72.6
SRR21969096_1.fastq	54213	42781	40370	40370	39905	1.2	73.6
SRR21969097_1.fastq	63054	49835	46407	46407	44318	4.5	70.3
SRR21969098_1.fastq	57829	43269	40733	40733	40077	1.6	69.3
SRR21969099_1.fastq	58004	44880	42124	42124	41141	2.3	70.9
SRR21969100_1.fastq	46001	35850	33917	33917	32791	3.3	71.3
SRR21969101_1.fastq	30538	24382	23147	23147	22779	1.6	74.6
SRR21969102_1.fastq	62449	48124	45160	45160	43820	3	70.2
SRR21969103_1.fastq	54024	41916	39758	39758	38763	2.5	71.8
SRR21969104_1.fastq	54405	41821	39866	39866	39383	1.2	72.4
SRR21969105_1.fastq	60821	46973	45477	45477	44362	2.5	72.9
SRR21969106_1.fastq	40479	31531	30585	30585	29965	2	74
SRR21969107_1.fastq	36957	28309	27124	27124	26840	1	72.6
SRR21969108_1.fastq	38151	31039	28983	28983	28758	0.8	75.4
SRR21969109_1.fastq	38726	29874	28212	28212	27635	2	71.4
SRR21969110_1.fastq	43479	35040	32837	32837	32697	0.4	75.2
SRR21969111_1.fastq	40191	33137	31181	31181	29546	5.2	73.5
SRR21969112_1.fastq	37578	29375	28390	28390	27730	2.3	73.8
SRR21969113_1.fastq	35545	28204	26602	26602	25978	2.3	73.1
SRR21969114_1.fastq	37359	29725	27855	27855	27424	1.5	73.4
