	dinput	filter	forwd	length	nonchim	chim_perc	retained_perc
SRR6444237_1.fastq	37559	37559	37151	37151	35531	4.4	94.6
SRR6444238_1.fastq	37624	37624	37403	37403	36963	1.2	98.2
SRR6444239_1.fastq	50723	50723	50204	50204	46565	7.2	91.8
SRR6444240_1.fastq	50384	50384	49733	49733	48246	3	95.8
SRR6444241_1.fastq	35842	35842	35143	35143	31780	9.6	88.7
SRR6444242_1.fastq	37200	37199	36635	36635	35241	3.8	94.7
SRR6444243_1.fastq	21595	21594	21354	21354	17978	15.8	83.3
SRR6444244_1.fastq	43171	43171	42810	42810	41541	3	96.2
SRR6444245_1.fastq	36143	36143	35677	35677	35176	1.4	97.3
SRR6444246_1.fastq	45041	45041	44463	44463	40200	9.6	89.3
SRR6444247_1.fastq	44127	44127	43809	43809	42329	3.4	95.9
SRR6444248_1.fastq	31727	31727	31196	31196	30098	3.5	94.9
SRR6444249_1.fastq	36160	36160	35653	35653	34727	2.6	96
SRR6444250_1.fastq	21424	21423	21246	21246	20889	1.7	97.5
SRR6444251_1.fastq	41694	41693	41236	41236	38020	7.8	91.2
SRR6444252_1.fastq	35486	35486	35104	35104	34435	1.9	97
SRR6444253_1.fastq	39479	39477	38912	38912	37064	4.7	93.9
SRR6444254_1.fastq	25478	25478	25235	25235	24568	2.6	96.4
SRR6444255_1.fastq	38912	38912	38678	38678	35367	8.6	90.9
SRR6444256_1.fastq	37316	37315	36777	36777	34658	5.8	92.9
SRR6444257_1.fastq	36363	36363	36202	36202	35828	1	98.5
SRR6444258_1.fastq	30660	30660	30284	30284	30011	0.9	97.9
SRR6444259_1.fastq	49675	49674	49312	49312	48337	2	97.3
SRR6444260_1.fastq	243697	243697	242301	242301	225002	7.1	92.3
SRR6444261_1.fastq	65269	65269	64708	64708	62745	3	96.1
SRR6444262_1.fastq	16778	16778	16235	16235	15661	3.5	93.3
SRR6444263_1.fastq	9945	9945	9740	9740	9548	2	96
SRR6444264_1.fastq	23263	23263	22996	22996	22137	3.7	95.2
SRR6444265_1.fastq	26538	26538	26349	26349	25854	1.9	97.4
SRR6444266_1.fastq	34948	34948	34749	34749	34392	1	98.4
SRR6444267_1.fastq	22641	22640	22367	22367	21693	3	95.8
SRR6444268_1.fastq	18712	18712	18622	18622	18598	0.1	99.4
SRR6444269_1.fastq	24417	24417	24010	24010	23630	1.6	96.8
SRR6444270_1.fastq	42299	42299	41769	41769	37883	9.3	89.6
SRR6444271_1.fastq	41980	41980	41298	41298	36892	10.7	87.9
SRR6444272_1.fastq	22332	22332	21898	21898	21289	2.8	95.3
SRR6444273_1.fastq	42594	42594	42324	42324	41704	1.5	97.9
SRR6444274_1.fastq	19402	19402	19257	19257	17758	7.8	91.5
SRR6444275_1.fastq	29467	29467	28869	28869	27518	4.7	93.4
SRR6444276_1.fastq	28078	28078	27808	27808	27316	1.8	97.3
SRR6444277_1.fastq	35453	35452	35161	35161	34851	0.9	98.3
SRR6444278_1.fastq	44659	44659	44112	44112	41709	5.4	93.4
SRR6444279_1.fastq	34778	34778	34534	34534	34111	1.2	98.1
SRR6444280_1.fastq	97260	97260	95613	95613	84877	11.2	87.3
SRR6444281_1.fastq	96375	96375	95355	95355	86162	9.6	89.4
SRR6444282_1.fastq	31612	31612	31057	31057	28835	7.2	91.2
SRR6444283_1.fastq	60507	60506	60238	60238	59255	1.6	97.9
SRR6444284_1.fastq	34346	34346	34128	34128	31646	7.3	92.1
SRR6444285_1.fastq	28713	28712	28545	28545	28516	0.1	99.3
SRR6444286_1.fastq	23211	23211	22954	22954	22532	1.8	97.1
SRR6444287_1.fastq	41967	41967	41517	41517	39795	4.1	94.8
SRR6444288_1.fastq	19925	19925	19685	19685	19297	2	96.8
SRR6444289_1.fastq	41370	41370	40779	40779	36678	10.1	88.7
SRR6444290_1.fastq	37734	37734	37203	37203	35204	5.4	93.3
SRR6444291_1.fastq	23160	23160	22661	22661	19376	14.5	83.7
SRR6444292_1.fastq	29338	29338	28869	28869	28329	1.9	96.6
SRR6444293_1.fastq	38175	38175	37764	37764	35904	4.9	94.1
SRR6444294_1.fastq	26873	26873	26666	26666	26227	1.6	97.6
SRR6444295_1.fastq	25440	25440	24770	24770	22588	8.8	88.8
SRR6444296_1.fastq	20200	20200	19968	19968	19490	2.4	96.5
SRR6444297_1.fastq	26861	26861	26671	26671	26451	0.8	98.5
SRR6444298_1.fastq	37140	37140	36530	36530	34885	4.5	93.9
SRR6444299_1.fastq	53040	53039	52670	52670	51082	3	96.3
SRR6444300_1.fastq	21723	21723	21529	21529	20403	5.2	93.9
SRR6444301_1.fastq	10374	10374	10280	10280	10038	2.4	96.8
SRR6444302_1.fastq	28043	28043	27812	27812	27504	1.1	98.1
SRR6444303_1.fastq	39070	39070	38879	38879	38285	1.5	98
SRR6444304_1.fastq	44422	44420	43714	43714	41825	4.3	94.2
SRR6444305_1.fastq	35649	35649	35371	35371	34440	2.6	96.6
SRR6444306_1.fastq	29758	29758	29391	29391	29229	0.6	98.2
SRR6444307_1.fastq	40597	40597	40092	40092	37981	5.3	93.6
SRR6444308_1.fastq	86855	86855	86381	86381	83402	3.4	96
SRR6444309_1.fastq	28047	28047	27800	27800	26875	3.3	95.8
SRR6444310_1.fastq	30580	30580	30311	30311	29295	3.4	95.8
SRR6444311_1.fastq	17835	17835	17686	17686	17573	0.6	98.5
SRR6444312_1.fastq	14368	14368	14248	14248	13967	2	97.2
SRR6444313_1.fastq	18631	18631	18197	18197	17865	1.8	95.9
SRR6444314_1.fastq	29820	29820	29656	29656	29279	1.3	98.2
SRR6444315_1.fastq	47355	47353	46806	46806	43980	6	92.9
SRR6444316_1.fastq	43528	43528	43108	43108	38845	9.9	89.2
SRR6444317_1.fastq	29307	29307	27758	27758	27602	0.6	94.2
SRR6444319_1.fastq	33327	33326	32807	32807	31683	3.4	95.1
SRR6444320_1.fastq	19389	19389	19151	19151	18252	4.7	94.1
SRR6444321_1.fastq	18665	18665	18495	18495	18146	1.9	97.2
SRR6444322_1.fastq	47384	47382	46951	46951	44061	6.2	93
SRR6444323_1.fastq	29464	29464	28994	28994	28699	1	97.4
SRR6444324_1.fastq	42570	42570	42293	42293	41615	1.6	97.8
SRR6444325_1.fastq	42306	42306	41670	41670	40014	4	94.6
SRR6444326_1.fastq	34270	34270	33681	33681	32288	4.1	94.2
SRR6444327_1.fastq	38926	38926	38679	38679	38227	1.2	98.2
SRR6444328_1.fastq	36211	36211	35898	35898	34556	3.7	95.4
SRR6444329_1.fastq	22433	22433	22255	22255	20698	7	92.3
SRR6444330_1.fastq	37417	37417	37112	37112	35994	3	96.2
SRR6444331_1.fastq	24492	24492	24029	24029	23494	2.2	95.9
SRR6444332_1.fastq	21676	21676	21435	21435	21063	1.7	97.2
SRR6444334_1.fastq	40092	40092	39725	39725	36984	6.9	92.2
SRR6444335_1.fastq	86211	86211	85723	85723	83935	2.1	97.4
SRR6444336_1.fastq	25473	25473	24928	24928	23585	5.4	92.6
SRR6444337_1.fastq	36370	36370	35549	35549	31271	12	86
SRR6444338_1.fastq	30538	30538	30085	30085	28325	5.9	92.8
SRR6444339_1.fastq	14656	14656	14400	14400	13686	5	93.4
SRR6444340_1.fastq	21475	21474	21062	21062	20013	5	93.2
SRR6444341_1.fastq	49470	49470	48929	48929	46001	6	93
SRR6444342_1.fastq	24280	24280	24126	24126	23656	1.9	97.4
SRR6444343_1.fastq	16452	16452	16313	16313	16309	0	99.1
SRR6444344_1.fastq	23539	23538	23245	23245	22554	3	95.8
SRR6444345_1.fastq	23051	23051	22843	22843	22739	0.5	98.6
SRR6444346_1.fastq	19610	19610	19254	19254	18512	3.9	94.4
SRR6444347_1.fastq	29293	29293	28936	28936	26975	6.8	92.1
SRR6444348_1.fastq	50107	50105	49404	49404	47390	4.1	94.6
SRR6444349_1.fastq	16157	16157	15861	15861	15693	1.1	97.1
SRR6444350_1.fastq	67437	67437	66770	66770	61759	7.5	91.6
SRR6444351_1.fastq	26714	26714	26543	26543	26386	0.6	98.8
SRR6444352_1.fastq	42139	42139	41834	41834	40492	3.2	96.1
SRR6444353_1.fastq	45671	45668	44935	44935	42659	5.1	93.4
SRR6444354_1.fastq	21315	21315	21052	21052	20614	2.1	96.7
SRR6444355_1.fastq	35132	35131	34860	34860	34468	1.1	98.1
SRR6444356_1.fastq	19144	19144	18790	18790	18389	2.1	96.1
SRR6444357_1.fastq	29366	29362	28674	28674	27703	3.4	94.3
SRR6444358_1.fastq	41678	41678	41410	41410	40374	2.5	96.9
SRR6444359_1.fastq	27446	27446	26238	26238	25857	1.5	94.2
SRR6444360_1.fastq	27981	27981	27529	27529	26830	2.5	95.9
SRR6444361_1.fastq	30665	30665	30248	30248	28738	5	93.7
SRR6444362_1.fastq	19812	19812	19567	19567	19253	1.6	97.2
SRR6444363_1.fastq	8923	8923	8792	8792	8273	5.9	92.7
SRR6444364_1.fastq	22271	22271	22039	22039	22039	0	99
SRR6444365_1.fastq	21115	21115	20948	20948	20624	1.5	97.7
SRR6444366_1.fastq	35082	35082	34654	34654	32932	5	93.9
SRR6444367_1.fastq	24226	24226	23996	23996	23374	2.6	96.5
SRR6444368_1.fastq	24599	24599	24233	24233	22652	6.5	92.1
SRR6444369_1.fastq	29905	29905	29494	29494	29036	1.6	97.1
SRR6444370_1.fastq	36079	36079	35783	35783	34912	2.4	96.8
SRR6444371_1.fastq	24883	24883	24609	24609	24056	2.2	96.7
SRR6444372_1.fastq	19572	19572	19435	19435	19188	1.3	98
SRR6444373_1.fastq	45538	45537	45022	45022	42617	5.3	93.6
SRR6444374_1.fastq	36176	36176	35736	35736	35304	1.2	97.6
SRR6444375_1.fastq	28153	28153	27905	27905	27170	2.6	96.5
SRR6444376_1.fastq	12200	12200	11879	11879	11605	2.3	95.1
SRR6444377_1.fastq	26580	26580	26212	26212	24706	5.7	92.9
SRR6444378_1.fastq	24877	24877	24711	24711	24490	0.9	98.4
SRR6444379_1.fastq	33472	33472	33228	33228	32654	1.7	97.6
SRR6444380_1.fastq	29556	29556	29041	29041	26375	9.2	89.2
SRR6444381_1.fastq	20667	20667	20378	20378	20253	0.6	98
SRR6444382_1.fastq	51414	51414	50642	50642	48776	3.7	94.9
SRR6444383_1.fastq	32768	32768	32509	32509	31740	2.4	96.9
SRR6444384_1.fastq	30227	30227	30012	30012	29243	2.6	96.7
SRR6444385_1.fastq	100404	100404	99670	99670	93125	6.6	92.8
SRR6444386_1.fastq	45653	45652	44935	44935	43888	2.3	96.1
SRR6444387_1.fastq	24105	24105	23882	23882	22682	5	94.1
SRR6444388_1.fastq	36672	36671	36328	36328	35226	3	96.1
SRR6444390_1.fastq	30323	30323	30045	30045	28055	6.6	92.5
SRR6444391_1.fastq	39942	39942	39613	39613	39115	1.3	97.9
SRR6444392_1.fastq	32106	32106	31838	31838	31542	0.9	98.2
SRR6444393_1.fastq	36166	36164	35548	35548	34835	2	96.3
SRR6444394_1.fastq	34549	34549	34199	34199	32747	4.2	94.8
SRR6444395_1.fastq	44523	44523	44104	44104	43074	2.3	96.7
SRR6444396_1.fastq	22711	22711	22382	22382	22241	0.6	97.9
SRR6444397_1.fastq	45334	45333	44598	44598	43509	2.4	96
SRR6444398_1.fastq	15577	15577	15368	15368	15134	1.5	97.2
SRR6444399_1.fastq	35322	35322	35126	35126	34790	1	98.5
SRR6444400_1.fastq	16849	16849	16454	16454	15514	5.7	92.1
SRR6444401_1.fastq	29191	29191	28900	28900	28584	1.1	97.9
SRR6444402_1.fastq	33758	33757	33248	33248	32159	3.3	95.3
SRR6444403_1.fastq	40828	40827	40376	40376	38082	5.7	93.3
SRR6444404_1.fastq	31501	31501	31271	31271	30659	2	97.3
SRR6444405_1.fastq	23712	23712	23353	23353	23206	0.6	97.9
SRR6444406_1.fastq	22541	22541	22343	22343	21563	3.5	95.7
SRR6444407_1.fastq	15396	15396	15198	15198	15002	1.3	97.4
SRR6444408_1.fastq	39248	39248	38807	38807	37817	2.6	96.4
SRR6444409_1.fastq	42808	42808	42292	42292	41945	0.8	98
SRR6444410_1.fastq	26874	26874	26197	26197	25854	1.3	96.2
SRR6444411_1.fastq	34248	34248	33776	33776	33217	1.7	97
SRR6444412_1.fastq	21840	21838	21632	21632	21632	0	99
SRR6444414_1.fastq	12284	12284	12107	12107	11913	1.6	97
SRR6444415_1.fastq	32086	32086	31736	31736	31481	0.8	98.1
SRR6444416_1.fastq	44060	44060	43804	43804	42941	2	97.5
SRR6444417_1.fastq	21653	21653	21282	21282	21127	0.7	97.6
SRR6444418_1.fastq	46525	46525	46054	46054	44875	2.6	96.5
SRR6444419_1.fastq	26019	26019	25507	25507	24014	5.9	92.3
SRR6444420_1.fastq	37641	37640	36874	36874	32811	11	87.2
SRR6444421_1.fastq	36975	36975	36665	36665	35597	2.9	96.3
SRR6444422_1.fastq	32334	32334	31838	31838	31363	1.5	97
SRR6444423_1.fastq	42100	42099	41599	41599	40888	1.7	97.1
SRR6444424_1.fastq	24828	24828	24633	24633	23739	3.6	95.6
SRR6444425_1.fastq	23375	23374	23240	23240	23233	0	99.4
SRR6444426_1.fastq	21567	21567	21430	21430	21207	1	98.3
SRR6444427_1.fastq	36069	36069	35517	35517	32907	7.3	91.2
SRR6444428_1.fastq	39750	39750	39473	39473	38750	1.8	97.5
SRR6444429_1.fastq	16476	16476	16362	16362	16033	2	97.3
SRR6444430_1.fastq	30227	30227	29632	29632	26949	9.1	89.2
SRR6444431_1.fastq	21987	21987	21797	21797	21496	1.4	97.8
SRR6444432_1.fastq	21943	21943	21491	21491	21225	1.2	96.7
SRR6444433_1.fastq	30692	30692	30469	30469	30312	0.5	98.8
SRR6444435_1.fastq	41214	41214	40736	40736	39018	4.2	94.7
SRR6444436_1.fastq	46370	46369	45841	45841	45069	1.7	97.2
SRR6444437_1.fastq	32149	32149	31607	31607	28610	9.5	89
SRR6444438_1.fastq	46811	46810	46382	46382	44147	4.8	94.3
SRR6444439_1.fastq	42534	42533	42372	42372	42108	0.6	99
SRR6444440_1.fastq	53322	53322	53038	53038	52074	1.8	97.7
SRR6444441_1.fastq	36730	36730	36146	36146	33336	7.8	90.8
SRR6444442_1.fastq	19468	19468	19331	19331	19331	0	99.3
SRR6444443_1.fastq	25727	25727	25536	25536	25144	1.5	97.7
SRR6444444_1.fastq	23687	23687	23467	23467	23145	1.4	97.7
SRR6444445_1.fastq	50760	50760	50229	50229	48175	4.1	94.9
SRR6444446_1.fastq	49284	49282	48709	48709	47825	1.8	97
SRR6444447_1.fastq	24591	24591	24448	24448	23212	5.1	94.4
SRR6444448_1.fastq	34033	34033	33806	33806	33267	1.6	97.7
SRR6444449_1.fastq	22985	22985	22705	22705	22185	2.3	96.5
SRR6444450_1.fastq	15205	15205	15085	15085	14506	3.8	95.4
SRR6444451_1.fastq	48257	48256	47928	47928	47104	1.7	97.6
SRR6444452_1.fastq	39925	39925	39542	39542	38768	2	97.1
SRR6444453_1.fastq	23546	23546	23030	23030	22397	2.7	95.1
SRR6444454_1.fastq	35050	35050	33899	33899	31160	8.1	88.9
SRR6444455_1.fastq	29637	29637	29019	29019	28637	1.3	96.6
SRR6444456_1.fastq	13256	13256	13101	13101	12793	2.4	96.5
SRR6444457_1.fastq	29078	29078	28721	28721	26220	8.7	90.2
SRR6444458_1.fastq	14167	14167	13982	13982	12873	7.9	90.9
SRR6444459_1.fastq	33643	33642	33263	33263	31806	4.4	94.5
SRR6444460_1.fastq	15047	15047	14932	14932	14926	0	99.2
SRR6444461_1.fastq	20207	20207	20046	20046	19810	1.2	98
SRR6444462_1.fastq	19464	19464	19294	19294	19171	0.6	98.5
SRR6444463_1.fastq	41127	41127	40888	40888	40222	1.6	97.8
SRR6444464_1.fastq	28262	28262	28022	28022	27767	0.9	98.2
SRR6444465_1.fastq	7411	7411	7226	7226	7226	0	97.5
SRR6444466_1.fastq	54646	54646	54313	54313	52904	2.6	96.8
SRR6444467_1.fastq	42797	42797	42383	42383	41373	2.4	96.7
SRR6444468_1.fastq	39115	39114	38728	38728	37236	3.9	95.2
SRR6444469_1.fastq	22431	22430	22043	22043	21947	0.4	97.8
SRR6444470_1.fastq	39950	39949	39588	39588	38339	3.2	96
SRR6444471_1.fastq	79269	79269	78476	78476	75295	4.1	95
SRR6444472_1.fastq	31655	31654	31187	31187	29007	7	91.6
SRR6444473_1.fastq	31994	31993	31678	31678	29984	5.3	93.7
SRR6444474_1.fastq	21958	21958	21783	21783	21486	1.4	97.9
SRR6444475_1.fastq	25116	25115	24540	24540	24197	1.4	96.3
SRR6444476_1.fastq	25119	25119	24904	24904	24474	1.7	97.4
SRR6444477_1.fastq	52242	52242	51514	51514	48913	5	93.6
SRR6444478_1.fastq	16175	16175	15975	15975	15868	0.7	98.1
SRR6444479_1.fastq	12064	12064	11946	11946	11680	2.2	96.8
SRR6444480_1.fastq	48743	48740	48448	48448	47132	2.7	96.7
SRR6444481_1.fastq	42244	42243	41786	41786	40517	3	95.9
SRR6444482_1.fastq	25670	25670	25406	25406	24733	2.6	96.3
SRR6444483_1.fastq	23155	23154	22878	22878	22810	0.3	98.5
SRR6444484_1.fastq	47168	47168	46457	46457	42719	8	90.6
SRR6444485_1.fastq	35097	35096	34510	34510	32793	5	93.4
SRR6444486_1.fastq	21888	21888	21653	21653	21417	1.1	97.8
SRR6444487_1.fastq	46609	46609	46287	46287	44170	4.6	94.8
SRR6444488_1.fastq	16552	16551	16353	16353	15805	3.4	95.5
SRR6444489_1.fastq	64559	64559	63863	63863	57848	9.4	89.6
SRR6444491_1.fastq	25335	25335	25220	25220	25054	0.7	98.9
SRR6444492_1.fastq	22923	22923	22725	22725	22243	2.1	97
SRR6444493_1.fastq	46090	46090	45668	45668	44965	1.5	97.6
SRR6444494_1.fastq	19125	19125	18148	18148	17937	1.2	93.8
SRR6444495_1.fastq	21605	21605	21317	21317	20695	2.9	95.8
SRR6444496_1.fastq	33968	33968	33425	33425	33041	1.1	97.3
SRR6444497_1.fastq	46040	46039	45642	45642	43317	5.1	94.1
SRR6444498_1.fastq	21787	21787	21549	21549	21356	0.9	98
SRR6444499_1.fastq	7783	7783	7667	7667	7638	0.4	98.1
SRR6444500_1.fastq	32591	32591	32260	32260	31406	2.6	96.4
SRR6444501_1.fastq	29441	29441	29025	29025	28446	2	96.6
SRR6444502_1.fastq	35054	35054	34452	34452	33773	2	96.3
SRR6444503_1.fastq	28097	28097	27794	27794	26761	3.7	95.2
SRR6444504_1.fastq	34689	34689	34421	34421	33488	2.7	96.5
SRR6444505_1.fastq	30735	30735	30379	30379	28913	4.8	94.1
SRR6444506_1.fastq	45356	45354	45010	45010	44072	2.1	97.2
SRR6444507_1.fastq	28086	28086	27570	27570	27173	1.4	96.7
SRR6444508_1.fastq	40374	40372	39806	39806	37907	4.8	93.9
SRR6444509_1.fastq	36304	36303	35884	35884	33767	5.9	93
SRR6444510_1.fastq	24616	24616	24151	24151	23003	4.8	93.4
SRR6444511_1.fastq	31306	31306	30710	30710	30169	1.8	96.4
SRR6444512_1.fastq	37770	37768	37531	37531	36714	2.2	97.2
SRR6444513_1.fastq	24902	24902	24290	24290	20615	15.1	82.8
SRR6444514_1.fastq	17783	17783	17490	17490	17390	0.6	97.8
SRR6444515_1.fastq	46879	46878	46547	46547	44080	5.3	94
SRR6444516_1.fastq	40534	40533	39672	39672	38671	2.5	95.4
SRR6444517_1.fastq	42409	42409	42010	42010	40008	4.8	94.3
SRR6444518_1.fastq	26091	26091	25622	25622	24380	4.8	93.4
SRR6444519_1.fastq	18076	18076	17721	17721	17631	0.5	97.5
SRR6444520_1.fastq	20217	20216	19701	19701	17747	9.9	87.8
SRR6444521_1.fastq	35051	35051	34550	34550	34321	0.7	97.9
SRR6444522_1.fastq	28162	28162	28009	28009	27995	0	99.4
SRR6444523_1.fastq	30971	30971	30677	30677	30589	0.3	98.8
SRR6444524_1.fastq	14071	14071	13895	13895	13723	1.2	97.5
SRR6444525_1.fastq	79352	79352	78481	78481	73320	6.6	92.4
SRR6444526_1.fastq	20094	20094	19556	19556	19000	2.8	94.6
SRR6444527_1.fastq	24496	24496	24231	24231	23379	3.5	95.4
SRR6444528_1.fastq	21434	21434	21230	21230	20690	2.5	96.5
SRR6444529_1.fastq	49008	49008	48678	48678	43816	10	89.4
SRR6444530_1.fastq	20870	20870	20619	20619	20571	0.2	98.6
SRR6444531_1.fastq	34400	34400	34057	34057	33361	2	97
SRR6444532_1.fastq	28641	28641	28343	28343	26722	5.7	93.3
SRR6444533_1.fastq	19614	19614	19235	19235	19104	0.7	97.4
SRR6444534_1.fastq	25149	25149	24895	24895	24554	1.4	97.6
SRR6444535_1.fastq	19039	19039	18885	18885	18676	1.1	98.1
SRR6444536_1.fastq	23931	23931	23636	23636	22725	3.9	95
SRR6444537_1.fastq	40030	40030	39134	39134	38669	1.2	96.6
SRR6444538_1.fastq	26194	26194	25661	25661	24373	5	93
SRR6444539_1.fastq	24156	24155	24038	24038	24038	0	99.5
SRR6444540_1.fastq	27104	27104	26880	26880	25901	3.6	95.6
SRR6444541_1.fastq	28366	28366	27918	27918	27583	1.2	97.2
SRR6444542_1.fastq	83929	83929	83482	83482	81761	2.1	97.4
SRR6444543_1.fastq	33644	33642	33376	33376	31395	5.9	93.3
SRR6444544_1.fastq	52817	52817	52173	52173	50326	3.5	95.3
SRR6444545_1.fastq	12104	12104	11931	11931	11650	2.4	96.2
SRR6444546_1.fastq	34941	34941	34573	34573	33074	4.3	94.7
SRR6444547_1.fastq	30649	30649	30286	30286	28698	5.2	93.6
SRR6444548_1.fastq	10658	10658	10561	10561	10561	0	99.1
SRR6444550_1.fastq	32684	32684	32454	32454	31812	2	97.3
SRR6444551_1.fastq	28568	28568	28331	28331	28266	0.2	98.9
SRR6444552_1.fastq	24868	24868	24728	24728	24564	0.7	98.8
SRR6444553_1.fastq	13747	13747	13478	13478	13075	3	95.1
SRR6444554_1.fastq	24161	24161	23959	23959	22810	4.8	94.4
SRR6444555_1.fastq	6222	6221	6071	6071	6071	0	97.6
SRR6444556_1.fastq	12974	12974	12695	12695	12482	1.7	96.2
SRR6444558_1.fastq	12570	12570	12266	12266	11762	4.1	93.6
SRR6444559_1.fastq	23806	23806	23519	23519	22577	4	94.8
SRR6444560_1.fastq	16004	16004	15911	15911	15906	0	99.4
SRR6444561_1.fastq	38882	38882	38686	38686	37317	3.5	96
SRR6444562_1.fastq	29378	29378	29092	29092	27712	4.7	94.3
SRR6444563_1.fastq	21653	21653	21237	21237	20319	4.3	93.8
SRR6444564_1.fastq	50669	50669	50040	50040	49648	0.8	98
SRR6444565_1.fastq	41013	41013	40362	40362	38519	4.6	93.9
SRR6444566_1.fastq	25073	25073	24536	24536	22383	8.8	89.3
SRR6444567_1.fastq	13391	13391	13149	13149	13118	0.2	98
SRR6444568_1.fastq	21099	21099	20814	20814	20130	3.3	95.4
SRR6444569_1.fastq	30697	30697	30489	30489	30149	1.1	98.2
SRR6444570_1.fastq	27188	27188	26888	26888	25610	4.8	94.2
SRR6444571_1.fastq	27133	27133	26897	26897	25576	4.9	94.3
SRR6444572_1.fastq	31909	31909	31495	31495	30683	2.6	96.2
SRR6444573_1.fastq	33412	33412	33180	33180	33068	0.3	99
SRR6444574_1.fastq	16532	16532	16115	16115	14101	12.5	85.3
SRR6444575_1.fastq	82241	82241	81508	81508	75626	7.2	92
SRR6444576_1.fastq	14358	14357	14156	14156	13491	4.7	94
SRR6444577_1.fastq	28149	28149	27643	27643	26084	5.6	92.7
SRR6444578_1.fastq	37599	37599	37284	37284	35533	4.7	94.5
SRR6444579_1.fastq	35371	35371	35122	35122	34010	3.2	96.2
SRR6444580_1.fastq	28538	28538	28150	28150	27257	3.2	95.5
SRR6444581_1.fastq	22088	22088	21885	21885	21709	0.8	98.3
SRR6444582_1.fastq	26094	26094	25050	25050	22320	10.9	85.5
SRR6444583_1.fastq	42238	42238	41854	41854	41266	1.4	97.7
SRR6444584_1.fastq	35636	35636	35118	35118	34854	0.8	97.8
SRR6444585_1.fastq	29714	29714	29203	29203	27712	5.1	93.3
SRR6444586_1.fastq	43561	43559	43119	43119	40988	4.9	94.1
SRR6444587_1.fastq	11413	11413	11021	11021	10563	4.2	92.6
SRR6444588_1.fastq	32351	32351	32063	32063	31862	0.6	98.5
SRR6444589_1.fastq	22422	22421	22149	22149	21025	5.1	93.8
SRR6444590_1.fastq	39649	39649	39319	39319	38025	3.3	95.9
SRR6444591_1.fastq	31614	31614	31317	31317	30403	2.9	96.2
SRR6444592_1.fastq	25680	25680	25424	25424	24994	1.7	97.3
SRR6444593_1.fastq	52492	52492	52009	52009	51189	1.6	97.5
SRR6444594_1.fastq	33664	33663	33491	33491	32856	1.9	97.6
SRR6444595_1.fastq	45531	45531	45098	45098	43929	2.6	96.5
SRR6444596_1.fastq	11067	11067	10880	10880	10596	2.6	95.7
SRR6444597_1.fastq	27148	27148	26680	26680	24433	8.4	90
SRR6444598_1.fastq	34321	34321	33898	33898	32298	4.7	94.1
SRR6444599_1.fastq	40723	40723	40477	40477	39884	1.5	97.9
SRR6444600_1.fastq	28494	28494	28186	28186	26153	7.2	91.8
SRR6444601_1.fastq	17167	17167	16952	16952	16543	2.4	96.4
SRR6444602_1.fastq	22993	22993	22694	22694	21684	4.5	94.3
SRR6444603_1.fastq	17807	17807	17461	17461	17209	1.4	96.6
SRR6444604_1.fastq	20255	20255	20124	20124	19981	0.7	98.6
SRR6444605_1.fastq	36213	36212	35823	35823	33930	5.3	93.7
SRR6444606_1.fastq	9797	9797	9539	9539	9233	3.2	94.2
SRR6444607_1.fastq	37036	37036	36723	36723	35392	3.6	95.6
SRR6444609_1.fastq	26754	26754	26165	26165	25759	1.6	96.3
SRR6444610_1.fastq	36227	36227	36049	36049	35278	2.1	97.4
SRR6444611_1.fastq	19262	19262	19140	19140	19115	0.1	99.2
SRR6444612_1.fastq	69865	69864	69269	69269	64809	6.4	92.8
SRR6444613_1.fastq	28330	28330	28043	28043	27253	2.8	96.2
SRR6444614_1.fastq	18107	18107	17723	17723	15371	13.3	84.9
SRR6444615_1.fastq	26350	26350	25914	25914	24250	6.4	92
SRR6444616_1.fastq	31440	31440	31091	31091	30151	3	95.9
SRR6444617_1.fastq	29679	29678	29491	29491	29015	1.6	97.8
SRR6444618_1.fastq	57482	57482	56375	56375	52089	7.6	90.6
SRR6444620_1.fastq	22567	22566	22285	22285	22114	0.8	98
SRR6444621_1.fastq	32107	32107	31736	31736	30571	3.7	95.2
SRR6444622_1.fastq	10088	10088	9914	9914	9666	2.5	95.8
SRR6444624_1.fastq	32539	32539	31972	31972	30911	3.3	95
SRR6444625_1.fastq	82726	82725	81885	81885	78018	4.7	94.3
SRR6444626_1.fastq	18399	18399	18254	18254	18243	0.1	99.2
SRR6444627_1.fastq	11975	11975	11686	11686	11154	4.6	93.1
SRR6444628_1.fastq	40175	40175	39588	39588	35072	11.4	87.3
SRR6444629_1.fastq	34013	34013	33798	33798	33143	1.9	97.4
SRR6444630_1.fastq	27053	27053	26870	26870	26708	0.6	98.7
SRR6444631_1.fastq	19128	19127	18912	18912	18502	2.2	96.7
SRR6444632_1.fastq	33991	33991	33512	33512	30135	10.1	88.7
SRR6444633_1.fastq	21615	21614	21500	21500	21497	0	99.5
SRR6444634_1.fastq	33269	33269	32916	32916	31427	4.5	94.5
SRR6444635_1.fastq	22337	22337	22094	22094	20519	7.1	91.9
SRR6444636_1.fastq	33115	33115	32909	32909	32901	0	99.4
SRR6444637_1.fastq	25280	25280	24864	24864	24098	3.1	95.3
SRR6444638_1.fastq	52275	52275	51841	51841	48923	5.6	93.6
SRR6444639_1.fastq	23281	23281	23121	23121	23039	0.4	99
SRR6444640_1.fastq	15668	15668	15562	15562	15562	0	99.3
