	dinput	filter	forwd	length	nonchim	chim_perc	retained_perc
SRR10022191_1.fastq	66370	66370	65102	65102	64291	1.2	96.9
SRR10022192_1.fastq	57840	57840	56181	56181	53872	4.1	93.1
SRR10022193_1.fastq	78443	78443	75870	75870	72905	3.9	92.9
SRR10022194_1.fastq	75512	75511	73823	73823	72099	2.3	95.5
SRR10022195_1.fastq	70548	70547	68956	68956	67030	2.8	95
SRR10022196_1.fastq	67228	67225	66391	66391	65061	2	96.8
SRR10022197_1.fastq	69435	69435	68319	68319	67295	1.5	96.9
SRR10022198_1.fastq	69260	69260	67560	67560	66776	1.2	96.4
SRR10022199_1.fastq	56985	56985	55837	55837	54625	2.2	95.9
SRR10022200_1.fastq	85298	85298	82686	82686	81295	1.7	95.3
SRR10022201_1.fastq	95571	95570	93343	93343	91053	2.5	95.3
SRR10022202_1.fastq	59379	59375	57854	57854	56452	2.4	95.1
SRR10022203_1.fastq	94051	94049	92008	92008	88606	3.7	94.2
SRR10022204_1.fastq	87455	87455	85694	85694	83437	2.6	95.4
SRR10022205_1.fastq	97198	97198	94741	94741	92035	2.9	94.7
SRR10022206_1.fastq	95940	95940	93268	93268	90522	2.9	94.4
SRR10022207_1.fastq	86839	86839	84434	84434	81601	3.4	94
SRR10022208_1.fastq	89668	89666	88347	88347	83855	5.1	93.5
SRR10022209_1.fastq	101423	101423	99175	99175	95956	3.2	94.6
SRR10022210_1.fastq	83233	83232	81305	81305	79724	1.9	95.8
SRR10022211_1.fastq	81934	81932	80100	80100	78969	1.4	96.4
SRR10022212_1.fastq	80553	80552	78879	78879	77799	1.4	96.6
SRR10022213_1.fastq	64058	64058	62892	62892	59547	5.3	93
SRR10022214_1.fastq	70058	70057	68344	68344	66782	2.3	95.3
SRR10022215_1.fastq	75456	75454	73634	73634	71797	2.5	95.2
SRR10022216_1.fastq	82391	82389	81169	81169	78966	2.7	95.8
SRR10022217_1.fastq	63245	63245	62126	62126	60797	2.1	96.1
SRR10022218_1.fastq	77454	77452	75309	75309	74110	1.6	95.7
SRR10022219_1.fastq	80325	80325	78467	78467	73449	6.4	91.4
SRR10022220_1.fastq	68227	68226	66313	66313	63998	3.5	93.8
SRR10022221_1.fastq	71350	71348	70067	70067	67580	3.5	94.7
SRR10022222_1.fastq	91634	91632	89933	89933	83360	7.3	91
SRR10022223_1.fastq	75245	75242	73363	73363	71825	2.1	95.5
SRR10022224_1.fastq	65820	65819	64400	64400	62860	2.4	95.5
SRR10022225_1.fastq	71667	71666	69903	69903	68128	2.5	95.1
SRR10022226_1.fastq	81279	81279	79521	79521	77677	2.3	95.6
SRR10022227_1.fastq	91174	91173	89385	89385	86203	3.6	94.5
SRR10022228_1.fastq	82001	82001	80937	80937	79343	2	96.8
SRR10022229_1.fastq	82024	82024	80539	80539	79193	1.7	96.5
SRR10022230_1.fastq	81758	81756	80209	80209	78732	1.8	96.3
SRR10022231_1.fastq	82305	82303	80807	80807	79052	2.2	96
SRR10022232_1.fastq	75431	75430	74255	74255	71803	3.3	95.2
SRR10022233_1.fastq	68899	68898	67257	67257	64109	4.7	93
SRR10022234_1.fastq	77172	77171	75873	75873	71892	5.2	93.2
SRR10022235_1.fastq	70548	70548	69413	69413	67998	2	96.4
SRR10022236_1.fastq	49541	49540	48245	48245	47431	1.7	95.7
SRR10022237_1.fastq	78106	78104	76227	76227	75499	1	96.7
SRR10022238_1.fastq	47613	47613	46466	46466	45905	1.2	96.4
SRR10022239_1.fastq	87041	87039	84944	84944	83256	2	95.7
SRR10022240_1.fastq	55898	55897	54676	54676	53798	1.6	96.2
SRR10022241_1.fastq	64471	64469	62705	62705	60738	3.1	94.2
SRR10022242_1.fastq	61606	61606	60129	60129	59126	1.7	96
SRR10022243_1.fastq	68277	68277	66198	66198	64909	1.9	95.1
SRR10022244_1.fastq	84267	84267	81978	81978	77449	5.5	91.9
SRR10022245_1.fastq	77119	77118	75108	75108	73153	2.6	94.9
SRR10022246_1.fastq	64240	64240	62670	62670	61193	2.4	95.3
SRR10022247_1.fastq	71287	71285	69598	69598	67963	2.3	95.3
SRR10022248_1.fastq	81244	81244	79088	79088	78152	1.2	96.2
SRR10022249_1.fastq	73814	73813	71929	71929	70264	2.3	95.2
SRR10022250_1.fastq	59892	59891	58217	58217	57774	0.8	96.5
SRR10022251_1.fastq	57459	57458	55579	55579	54911	1.2	95.6
SRR10022252_1.fastq	63281	63281	61659	61659	60495	1.9	95.6
SRR10022253_1.fastq	75576	75573	73850	73850	71502	3.2	94.6
SRR10022254_1.fastq	60652	60651	59501	59501	58440	1.8	96.4
SRR10022255_1.fastq	66548	66545	64980	64980	63714	1.9	95.7
SRR10022256_1.fastq	78307	78306	76789	76789	75608	1.5	96.6
SRR10022257_1.fastq	62817	62817	61576	61576	60106	2.4	95.7
SRR10022258_1.fastq	62380	62380	60948	60948	59918	1.7	96.1
SRR10022259_1.fastq	64229	64228	62313	62313	58758	5.7	91.5
SRR10022260_1.fastq	80204	80203	78550	78550	76747	2.3	95.7
SRR10022261_1.fastq	96060	96059	94116	94116	92208	2	96
SRR10022262_1.fastq	95693	95693	93734	93734	92039	1.8	96.2
SRR10022263_1.fastq	88287	88287	86406	86406	84728	1.9	96
SRR10022264_1.fastq	88899	88898	87068	87068	86053	1.2	96.8
SRR10022265_1.fastq	88713	88713	86982	86982	83954	3.5	94.6
SRR10022266_1.fastq	81506	81505	80434	80434	79253	1.5	97.2
SRR10022267_1.fastq	70393	70389	68325	68325	67172	1.7	95.4
SRR10022268_1.fastq	92626	92626	91018	91018	89268	1.9	96.4
SRR10022269_1.fastq	84016	84014	82534	82534	81345	1.4	96.8
SRR10022270_1.fastq	79374	79373	77987	77987	74551	4.4	93.9
SRR10022271_1.fastq	80628	80627	78701	78701	76759	2.5	95.2
SRR10022272_1.fastq	68382	68381	66555	66555	64849	2.6	94.8
SRR10022273_1.fastq	63748	63745	62139	62139	61420	1.2	96.3
SRR10022274_1.fastq	80877	80877	79389	79389	77177	2.8	95.4
SRR10022275_1.fastq	82375	82375	81189	81189	79823	1.7	96.9
SRR10022276_1.fastq	81099	81096	79556	79556	78503	1.3	96.8
SRR10022277_1.fastq	70104	70099	68026	68026	66185	2.7	94.4
SRR10022278_1.fastq	64634	64633	63244	63244	60372	4.5	93.4
SRR10022279_1.fastq	65063	65062	63730	63730	62392	2.1	95.9
SRR10022280_1.fastq	77666	77665	75586	75586	72823	3.7	93.8
SRR10022281_1.fastq	71456	71453	69468	69468	67449	2.9	94.4
SRR10022282_1.fastq	71077	71075	69271	69271	67258	2.9	94.6
SRR10022283_1.fastq	95682	95682	93654	93654	91123	2.7	95.2
SRR10022284_1.fastq	86921	86921	85568	85568	82666	3.4	95.1
SRR10022285_1.fastq	87184	87182	85752	85752	83314	2.8	95.6
SRR10022286_1.fastq	102407	102404	100872	100872	95993	4.8	93.7
SRR10022287_1.fastq	87214	87213	86072	86072	81717	5.1	93.7
SRR10022288_1.fastq	90205	90203	88873	88873	84695	4.7	93.9
SRR10022289_1.fastq	57098	57098	55838	55838	55232	1.1	96.7
SRR10022291_1.fastq	90797	90797	88726	88726	87457	1.4	96.3
